run_id,timestamp,dataset,n_samples,n_features,imbalance_ratio,ir_group,method,method_family,base_classifier,ensemble_size,tuning_mode,fold,metric,value,fit_seconds,status,notes
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,1,balanced_accuracy,0.7272727272727273,0.0302817821502685,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,2,auprc,0.4891666666666667,0.0248451232910156,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,2,macro_f1,0.7046153846153846,0.0248451232910156,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,2,balanced_accuracy,0.740909090909091,0.0248451232910156,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,3,auprc,0.3333333333333333,0.0232586860656738,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,3,macro_f1,0.3333333333333333,0.0232586860656738,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,3,balanced_accuracy,0.5454545454545454,0.0232586860656738,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,4,auprc,0.35,0.0187673568725585,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,4,macro_f1,0.5465587044534412,0.0187673568725585,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,4,balanced_accuracy,0.5727272727272728,0.0187673568725585,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,5,auprc,0.3371212121212121,0.0190737247467041,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,5,macro_f1,0.4375,0.0190737247467041,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,decision_tree,10,library_defaults,5,balanced_accuracy,0.4848484848484848,0.0190737247467041,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,1,auprc,0.6176900305576776,0.0428993701934814,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,1,macro_f1,0.5814634146341464,0.0428993701934814,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,1,balanced_accuracy,0.5909090909090908,0.0428993701934814,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,2,auprc,0.7615384615384615,0.0781240463256836,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,2,macro_f1,0.6761133603238867,0.0781240463256836,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,2,balanced_accuracy,0.7181818181818183,0.0781240463256836,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,3,auprc,0.5944856605382921,0.0268106460571289,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,3,macro_f1,0.5195195195195195,0.0268106460571289,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,3,balanced_accuracy,0.55,0.0268106460571289,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,4,auprc,0.6901180836707153,0.0364730358123779,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,4,macro_f1,0.5933528836754643,0.0364730358123779,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,4,balanced_accuracy,0.6772727272727272,0.0364730358123779,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,5,auprc,0.5340789755686752,0.0317385196685791,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,5,macro_f1,0.5901477832512315,0.0317385196685791,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,enn,resampling,logistic_regression,10,library_defaults,5,balanced_accuracy,0.6255411255411256,0.0317385196685791,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,1,auprc,0.5384615384615385,0.0240297317504882,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,1,macro_f1,0.7380952380952381,0.0240297317504882,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,1,balanced_accuracy,0.75,0.0240297317504882,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,2,auprc,0.4541666666666666,0.0278716087341308,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,2,macro_f1,0.6666666666666667,0.0278716087341308,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,2,balanced_accuracy,0.6545454545454545,0.0278716087341308,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,3,auprc,0.40625,0.0288426876068115,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,3,macro_f1,0.6363636363636364,0.0288426876068115,ok,
conf_v1,2026-09-25 13:16:27,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,3,balanced_accuracy,0.6363636363636364,0.0288426876068115,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,4,auprc,0.3821428571428571,0.0259013175964355,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,4,macro_f1,0.6,0.0259013175964355,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,4,balanced_accuracy,0.6181818181818182,0.0259013175964355,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,5,auprc,0.3143078512396694,0.0228888988494873,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,5,macro_f1,0.3766233766233766,0.0228888988494873,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,decision_tree,10,library_defaults,5,balanced_accuracy,0.3766233766233766,0.0228888988494873,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,1,auprc,0.6779353408029879,0.0299582481384277,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,1,macro_f1,0.5909090909090909,0.0299582481384277,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,1,balanced_accuracy,0.5909090909090909,0.0299582481384277,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,2,auprc,0.6935699096225412,0.036217451095581,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,2,macro_f1,0.6908212560386473,0.036217451095581,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,2,balanced_accuracy,0.6818181818181819,0.036217451095581,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,3,auprc,0.6130733047781103,0.0279755592346191,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,3,macro_f1,0.6267232237539766,0.0279755592346191,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,3,balanced_accuracy,0.6409090909090909,0.0279755592346191,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,4,auprc,0.5713310119831859,0.0350923538208007,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,4,macro_f1,0.5833333333333333,0.0350923538208007,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,4,balanced_accuracy,0.5818181818181818,0.0350923538208007,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,5,auprc,0.643868610345883,0.0382695198059082,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,5,macro_f1,0.6666666666666667,0.0382695198059082,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,tomek,resampling,logistic_regression,10,library_defaults,5,balanced_accuracy,0.6580086580086579,0.0382695198059082,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,1,auprc,0.4283746556473828,0.0327174663543701,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,1,macro_f1,0.6158730158730159,0.0327174663543701,ok,
conf_v1,2026-09-25 13:16:28,mc2,161,39,2.0961538461538463,2-5,smote,resampling,decision_tree,10,library_defaults,1,balanced_accuracy,0.6136363636363636,0.0327174663543701,ok,
