dataset,method,method_family,base_classifier,ensemble_size,tuning_mode,metric,mean_value,std_value,n_folds,mean_fit_seconds
adult,rus,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7616915787207024,0.004544940513598003,5,0.6524806976318359
adult,rus,resampling,decision_tree,10,library_defaults,macro_f1,0.7159912569344555,0.003581332078512285,5,0.6524806976318359
adult,rus,resampling,logistic_regression,10,library_defaults,auprc,0.7786426327292512,0.007116148248390153,5,1.5890893459320068
adult,rus,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.8277129555696557,0.005159986418895003,5,1.5890893459320068
adult,rus,resampling,logistic_regression,10,library_defaults,macro_f1,0.7774293158852602,0.00400423811224482,5,1.5890893459320068
adult,sbag,ensemble,decision_tree,10,library_defaults,auprc,0.6626504644114186,0.010568118196333638,5,18.503092527389526
adult,sbag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.7369060895258392,0.00672842634026422,5,18.503092527389526
adult,sbag,ensemble,decision_tree,10,library_defaults,macro_f1,0.7514735377876527,0.006466427860983176,5,18.503092527389526
adult,sbag,ensemble,logistic_regression,10,library_defaults,auprc,0.7796866648824221,0.007329613558806413,5,36.336796569824216
adult,sbag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8275994332113742,0.006148843152104043,5,36.336796569824216
adult,sbag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.778900200984675,0.004664026626800569,5,36.336796569824216
adult,smote,resampling,decision_tree,10,library_defaults,auprc,0.44450347447645067,0.012177219343910776,5,2.514039945602417
adult,smote,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7302376094819423,0.00972697707810852,5,2.514039945602417
adult,smote,resampling,decision_tree,10,library_defaults,macro_f1,0.7291969354557177,0.00859562737854888,5,2.514039945602417
adult,smote,resampling,logistic_regression,10,library_defaults,auprc,0.7782909486069067,0.0068744087438045685,5,3.7713808536529543
adult,smote,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.8270135279694584,0.005172187743547483,5,3.7713808536529543
adult,smote,resampling,logistic_regression,10,library_defaults,macro_f1,0.7795001043596166,0.004566914667330587,5,3.7713808536529543
adult,spe,ensemble,decision_tree,10,library_defaults,auprc,0.676578225289345,0.004505669390547568,5,3.0500904083251954
adult,spe,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.7747984937657556,0.004598376007159344,5,3.0500904083251954
adult,spe,ensemble,decision_tree,10,library_defaults,macro_f1,0.7663182172444845,0.004925442716736965,5,3.0500904083251954
adult,spe,ensemble,logistic_regression,10,library_defaults,auprc,0.7723348266873538,0.0070721379495611685,5,16.05829701423645
adult,spe,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8134647964210908,0.00591375408672539,5,16.05829701423645
adult,spe,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7902170654330292,0.004704219141367096,5,16.05829701423645
adult,tomek,resampling,decision_tree,10,library_defaults,auprc,0.4512607886508794,0.004351526784581683,5,10.809870862960816
adult,tomek,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.742959030111776,0.0033848750671664147,5,10.809870862960816
adult,tomek,resampling,decision_tree,10,library_defaults,macro_f1,0.7340348566374688,0.003018031057607761,5,10.809870862960816
adult,tomek,resampling,logistic_regression,10,library_defaults,auprc,0.7802450289251233,0.007396599023979338,5,11.524389934539794
adult,tomek,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.7938969110153801,0.005493242828107334,5,11.524389934539794
adult,tomek,resampling,logistic_regression,10,library_defaults,macro_f1,0.7979230385040796,0.004727650470437072,5,11.524389934539794
adult,ubag,ensemble,decision_tree,10,library_defaults,auprc,0.6627854741266743,0.009838391501928992,5,3.5240684032440184
adult,ubag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.7871838958553349,0.005408052333827588,5,3.5240684032440184
adult,ubag,ensemble,decision_tree,10,library_defaults,macro_f1,0.7650381542479423,0.00539944660998573,5,3.5240684032440184
adult,ubag,ensemble,logistic_regression,10,library_defaults,auprc,0.7792991742953843,0.007426704166562619,5,13.44309959411621
adult,ubag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8277770616579916,0.005563691837814902,5,13.44309959411621
adult,ubag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7781543571326844,0.004399615718044768,5,13.44309959411621
bank-marketing,base,baseline,decision_tree,10,library_defaults,auprc,0.2859416670311352,0.008681231970185456,5,0.7828934669494629
bank-marketing,base,baseline,decision_tree,10,library_defaults,balanced_accuracy,0.7045317849443006,0.006681192214658142,5,0.7828934669494629
bank-marketing,base,baseline,decision_tree,10,library_defaults,macro_f1,0.7018424778586433,0.005900870563990575,5,0.7828934669494629
bank-marketing,base,baseline,logistic_regression,10,library_defaults,auprc,0.5522023370943643,0.021547279014783937,5,0.8621462345123291
bank-marketing,base,baseline,logistic_regression,10,library_defaults,balanced_accuracy,0.6602605811150358,0.006899809875116475,5,0.8621462345123291
bank-marketing,base,baseline,logistic_regression,10,library_defaults,macro_f1,0.6982837203275236,0.0066329223765676385,5,0.8621462345123291
bank-marketing,cost,ensemble,decision_tree,10,library_defaults,auprc,0.3365486580446394,0.00904499611430358,5,5.717140150070191
bank-marketing,cost,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.7039009303890336,0.007402507609152734,5,5.717140150070191
bank-marketing,cost,ensemble,decision_tree,10,library_defaults,macro_f1,0.7043482949722796,0.0065166020701306875,5,5.717140150070191
bank-marketing,cost,ensemble,logistic_regression,10,library_defaults,auprc,0.45145420626429267,0.017532532449470922,5,2.1242984771728515
bank-marketing,cost,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6993364038340989,0.03833070023409032,5,2.1242984771728515
bank-marketing,cost,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7065176288600712,0.01742092545784238,5,2.1242984771728515
bank-marketing,enn,resampling,decision_tree,10,library_defaults,auprc,0.3387534069218385,0.010992464458431836,5,5.379801034927368
bank-marketing,enn,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7803477755553923,0.007590141336581727,5,5.379801034927368
bank-marketing,enn,resampling,decision_tree,10,library_defaults,macro_f1,0.7287926406873312,0.006831438093772044,5,5.379801034927368
bank-marketing,enn,resampling,logistic_regression,10,library_defaults,auprc,0.5503255063418002,0.022981637413323448,5,5.579579305648804
bank-marketing,enn,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.7714961885648108,0.01106682492012996,5,5.579579305648804
bank-marketing,enn,resampling,logistic_regression,10,library_defaults,macro_f1,0.7570493408951672,0.009420288536486883,5,5.579579305648804
bank-marketing,obag,ensemble,decision_tree,10,library_defaults,auprc,0.5171919650233792,0.011395276577575966,5,7.18834228515625
bank-marketing,obag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.6710461919962285,0.009815810147091777,5,7.18834228515625
bank-marketing,obag,ensemble,decision_tree,10,library_defaults,macro_f1,0.7038090201916609,0.008635452556473045,5,7.18834228515625
bank-marketing,obag,ensemble,logistic_regression,10,library_defaults,auprc,0.5467630789356928,0.023585371453746583,5,9.699288892745972
bank-marketing,obag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8321339292262472,0.005562145620588352,5,9.699288892745972
bank-marketing,obag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7292024645319248,0.004826507518007253,5,9.699288892745972
bank-marketing,rus,resampling,decision_tree,10,library_defaults,auprc,0.2964000650967672,0.004472285142426534,5,0.3889286041259765
bank-marketing,rus,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7949786107972268,0.003601490602946411,5,0.3889286041259765
bank-marketing,rus,resampling,decision_tree,10,library_defaults,macro_f1,0.6776701514830897,0.00357102647776549,5,0.3889286041259765
bank-marketing,rus,resampling,logistic_regression,10,library_defaults,auprc,0.5466404328004033,0.023203730950516043,5,0.34810900688171387
bank-marketing,rus,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.8316716233112121,0.006261469037013959,5,0.34810900688171387
bank-marketing,rus,resampling,logistic_regression,10,library_defaults,macro_f1,0.7280196876347368,0.005740429663573073,5,0.34810900688171387
bank-marketing,sbag,ensemble,decision_tree,10,library_defaults,auprc,0.5185354336011107,0.015611957186559357,5,12.617464637756347
bank-marketing,sbag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.6889542783936715,0.007473679345437692,5,12.617464637756347
bank-marketing,sbag,ensemble,decision_tree,10,library_defaults,macro_f1,0.7173504640297014,0.006124874133650953,5,12.617464637756347
bank-marketing,sbag,ensemble,logistic_regression,10,library_defaults,auprc,0.5468413709318681,0.023730467619860172,5,11.487152576446533
bank-marketing,sbag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8315745066312227,0.006369863965258371,5,11.487152576446533
bank-marketing,sbag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.729992029671725,0.005198699095878566,5,11.487152576446533
bank-marketing,smote,resampling,decision_tree,10,library_defaults,auprc,0.3007168209427025,0.0056231718816723225,5,2.0079425811767577
bank-marketing,smote,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7164982595138587,0.005195171849319313,5,2.0079425811767577
bank-marketing,smote,resampling,decision_tree,10,library_defaults,macro_f1,0.7116947601101231,0.003624567421689199,5,2.0079425811767577
bank-marketing,smote,resampling,logistic_regression,10,library_defaults,auprc,0.5465886118053926,0.023154213561798222,5,1.3836877822875977
bank-marketing,smote,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.8294844323272006,0.005735682943576964,5,1.3836877822875977
bank-marketing,smote,resampling,logistic_regression,10,library_defaults,macro_f1,0.7297721757257543,0.005205278662260563,5,1.3836877822875977
bank-marketing,spe,ensemble,decision_tree,10,library_defaults,auprc,0.5142955590613081,0.01600785851994128,5,1.4663331031799316
bank-marketing,spe,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.78137478212124,0.00701139586186532,5,1.4663331031799316
bank-marketing,spe,ensemble,decision_tree,10,library_defaults,macro_f1,0.7516855780911241,0.007167973389919972,5,1.4663331031799316
bank-marketing,spe,ensemble,logistic_regression,10,library_defaults,auprc,0.5428807386008896,0.01578645085323847,5,1.8521982192993165
bank-marketing,spe,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8026420492568853,0.0052369750158509365,5,1.8521982192993165
bank-marketing,spe,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7405850275722441,0.0027341164018151046,5,1.8521982192993165
bank-marketing,tomek,resampling,decision_tree,10,library_defaults,auprc,0.30264300475954076,0.011272469836250529,5,6.056414794921875
bank-marketing,tomek,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.7226301167882632,0.009518983933820972,5,6.056414794921875
bank-marketing,tomek,resampling,decision_tree,10,library_defaults,macro_f1,0.7125260880498099,0.007360665876335792,5,6.056414794921875
bank-marketing,tomek,resampling,logistic_regression,10,library_defaults,auprc,0.5528841081610747,0.021771407683388946,5,6.171620655059814
bank-marketing,tomek,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.680810203273336,0.007255589148128282,5,6.171620655059814
bank-marketing,tomek,resampling,logistic_regression,10,library_defaults,macro_f1,0.7152022244024537,0.005607429684283837,5,6.171620655059814
bank-marketing,ubag,ensemble,decision_tree,10,library_defaults,auprc,0.5234776994830808,0.008651150308376406,5,1.4922207355499268
bank-marketing,ubag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.835471394260901,0.007557253415281528,5,1.4922207355499268
bank-marketing,ubag,ensemble,decision_tree,10,library_defaults,macro_f1,0.751152884898884,0.005852975741380823,5,1.4922207355499268
bank-marketing,ubag,ensemble,logistic_regression,10,library_defaults,auprc,0.5464084521813033,0.023634589467954492,5,1.29319167137146
bank-marketing,ubag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.8326831008842651,0.004619985949346493,5,1.29319167137146
bank-marketing,ubag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.7293440913444986,0.004237743930301409,5,1.29319167137146
blood-transfusion-service-center,base,baseline,decision_tree,10,library_defaults,auprc,0.295453206777791,0.027233221019484232,5,0.01382260322570796
blood-transfusion-service-center,base,baseline,decision_tree,10,library_defaults,balanced_accuracy,0.5662865497076023,0.023122321297830647,5,0.01382260322570796
blood-transfusion-service-center,base,baseline,decision_tree,10,library_defaults,macro_f1,0.5689900746450318,0.02521926025527927,5,0.01382260322570796
blood-transfusion-service-center,base,baseline,logistic_regression,10,library_defaults,auprc,0.5132146775946549,0.07430636324236503,5,0.01994328498840326
blood-transfusion-service-center,base,baseline,logistic_regression,10,library_defaults,balanced_accuracy,0.5493065998329156,0.03456371411921907,5,0.01994328498840326
blood-transfusion-service-center,base,baseline,logistic_regression,10,library_defaults,macro_f1,0.5352371864780145,0.051038848878974835,5,0.01994328498840326
blood-transfusion-service-center,cost,cost_sensitive,decision_tree,10,library_defaults,auprc,0.33242986495384796,0.028426794378524682,5,0.050926113128662076
blood-transfusion-service-center,cost,cost_sensitive,decision_tree,10,library_defaults,balanced_accuracy,0.581357560568087,0.02345282631677603,5,0.050926113128662076
blood-transfusion-service-center,cost,cost_sensitive,decision_tree,10,library_defaults,macro_f1,0.5854606873547435,0.02778766474560222,5,0.050926113128662076
blood-transfusion-service-center,cost,cost_sensitive,logistic_regression,10,library_defaults,auprc,0.5019615918721004,0.015542395820185791,3,0.07120267550150547
blood-transfusion-service-center,cost,cost_sensitive,logistic_regression,10,library_defaults,balanced_accuracy,0.6138888888888889,0.06285758296771111,3,0.07120267550150547
blood-transfusion-service-center,cost,cost_sensitive,logistic_regression,10,library_defaults,macro_f1,0.6157762610176403,0.07294610615143739,3,0.07120267550150547
blood-transfusion-service-center,enn,resampling,decision_tree,10,library_defaults,auprc,0.32098010276888245,0.035082663884724065,5,0.017945671081542918
blood-transfusion-service-center,enn,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.6275229741019215,0.040627190014267456,5,0.017945671081542918
blood-transfusion-service-center,enn,resampling,decision_tree,10,library_defaults,macro_f1,0.5906926221199847,0.04240748079473229,5,0.017945671081542918
blood-transfusion-service-center,enn,resampling,logistic_regression,10,library_defaults,auprc,0.5073253699855601,0.0758397404774545,5,0.0244277954101562
blood-transfusion-service-center,enn,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6921804511278196,0.035011362321156765,5,0.0244277954101562
blood-transfusion-service-center,enn,resampling,logistic_regression,10,library_defaults,macro_f1,0.6417188566427434,0.024442454593205848,5,0.0244277954101562
blood-transfusion-service-center,obag,ensemble,decision_tree,10,library_defaults,auprc,0.3816303151386497,0.03204951585151056,5,0.06753253936767574
blood-transfusion-service-center,obag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.6052923976608187,0.04013039171987078,5,0.06753253936767574
blood-transfusion-service-center,obag,ensemble,decision_tree,10,library_defaults,macro_f1,0.6039884446431082,0.03869422064516161,5,0.06753253936767574
blood-transfusion-service-center,obag,ensemble,logistic_regression,10,library_defaults,auprc,0.5141242161585137,0.07695678742120092,5,0.11059727668762202
blood-transfusion-service-center,obag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6868755221386801,0.03121485509158655,5,0.11059727668762202
blood-transfusion-service-center,obag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6189199694429875,0.024724688642817367,5,0.11059727668762202
blood-transfusion-service-center,rus,resampling,decision_tree,10,library_defaults,auprc,0.31737652115168247,0.018569757746262506,5,0.01521048545837396
blood-transfusion-service-center,rus,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.6159732664995823,0.0244674136436548,5,0.01521048545837396
blood-transfusion-service-center,rus,resampling,decision_tree,10,library_defaults,macro_f1,0.593632796485144,0.022477862403233947,5,0.01521048545837396
blood-transfusion-service-center,rus,resampling,logistic_regression,10,library_defaults,auprc,0.4934997609112492,0.07138857983931586,5,0.02308292388916012
blood-transfusion-service-center,rus,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6763492063492065,0.035619854076353104,5,0.02308292388916012
blood-transfusion-service-center,rus,resampling,logistic_regression,10,library_defaults,macro_f1,0.6049122098637812,0.025327784691560506,5,0.02308292388916012
blood-transfusion-service-center,sbag,ensemble,decision_tree,10,library_defaults,auprc,0.3721924659410477,0.027640138470773474,5,0.08442854881286618
blood-transfusion-service-center,sbag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.6058103592314119,0.01695351022878814,5,0.08442854881286618
blood-transfusion-service-center,sbag,ensemble,decision_tree,10,library_defaults,macro_f1,0.6045249454747987,0.019962839748281357,5,0.08442854881286618
blood-transfusion-service-center,sbag,ensemble,logistic_regression,10,library_defaults,auprc,0.5153467298190282,0.07734280623275046,5,0.1274240970611572
blood-transfusion-service-center,sbag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6849749373433585,0.03624492688415464,5,0.1274240970611572
blood-transfusion-service-center,sbag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6181103845957271,0.02790226601266033,5,0.1274240970611572
blood-transfusion-service-center,smote,resampling,decision_tree,10,library_defaults,auprc,0.30397288992394855,0.04015166826262243,5,0.019677734374999957
blood-transfusion-service-center,smote,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.576345029239766,0.05367721669509939,5,0.019677734374999957
blood-transfusion-service-center,smote,resampling,decision_tree,10,library_defaults,macro_f1,0.5722987075786549,0.05412723183108761,5,0.019677734374999957
blood-transfusion-service-center,smote,resampling,logistic_regression,10,library_defaults,auprc,0.5177576770166111,0.07436703014439719,5,0.02479972839355464
blood-transfusion-service-center,smote,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6927234753550543,0.040336779688559456,5,0.02479972839355464
blood-transfusion-service-center,smote,resampling,logistic_regression,10,library_defaults,macro_f1,0.629753927782441,0.029913527890582242,5,0.02479972839355464
blood-transfusion-service-center,spe,ensemble,decision_tree,10,library_defaults,auprc,0.4116139071566172,0.049372885706215716,5,0.06780023574829099
blood-transfusion-service-center,spe,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.6312990810359231,0.061501669815350636,5,0.06780023574829099
blood-transfusion-service-center,spe,ensemble,decision_tree,10,library_defaults,macro_f1,0.607405744477512,0.055708516660097226,5,0.06780023574829099
blood-transfusion-service-center,spe,ensemble,logistic_regression,10,library_defaults,auprc,0.5143213364979641,0.05665760311429544,5,0.11419062614440911
blood-transfusion-service-center,spe,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6785547201336675,0.023237334340285406,5,0.11419062614440911
blood-transfusion-service-center,spe,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6041111529098188,0.01535959607281835,5,0.11419062614440911
blood-transfusion-service-center,tomek,resampling,decision_tree,10,library_defaults,auprc,0.32258041351085576,0.029911500929985832,5,0.01853432655334468
blood-transfusion-service-center,tomek,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.5932247284878864,0.026244992520486878,5,0.01853432655334468
blood-transfusion-service-center,tomek,resampling,decision_tree,10,library_defaults,macro_f1,0.5935772739525629,0.025944462946158025,5,0.01853432655334468
blood-transfusion-service-center,tomek,resampling,logistic_regression,10,library_defaults,auprc,0.5109144070550455,0.07522470361642779,5,0.02629189491271966
blood-transfusion-service-center,tomek,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.5824519632414369,0.02997704852541333,5,0.02629189491271966
blood-transfusion-service-center,tomek,resampling,logistic_regression,10,library_defaults,macro_f1,0.586398820062319,0.04021174946791062,5,0.02629189491271966
blood-transfusion-service-center,ubag,ensemble,decision_tree,10,library_defaults,auprc,0.41909993441838456,0.04178812916458341,5,0.06603026390075678
blood-transfusion-service-center,ubag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.646967418546366,0.03149303122888119,5,0.06603026390075678
blood-transfusion-service-center,ubag,ensemble,decision_tree,10,library_defaults,macro_f1,0.6304805288890819,0.03519542621517394,5,0.06603026390075678
blood-transfusion-service-center,ubag,ensemble,logistic_regression,10,library_defaults,auprc,0.5120167039015441,0.07477586042349475,5,0.1064181804656982
blood-transfusion-service-center,ubag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6925104427736007,0.03614756872971445,5,0.1064181804656982
blood-transfusion-service-center,ubag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6224794624556207,0.03157598186356805,5,0.1064181804656982
haberman,base,baseline,decision_tree,10,library_defaults,auprc,0.297805971829063,0.041362344798492386,5,0.0165699958801269
haberman,base,baseline,decision_tree,10,library_defaults,balanced_accuracy,0.5543137254901961,0.06670427430294379,5,0.0165699958801269
haberman,base,baseline,decision_tree,10,library_defaults,macro_f1,0.5476280803329161,0.06272051386816618,5,0.0165699958801269
haberman,base,baseline,logistic_regression,10,library_defaults,auprc,0.4935672938787773,0.10822740050843344,5,0.0212058067321777
haberman,base,baseline,logistic_regression,10,library_defaults,balanced_accuracy,0.5516748366013072,0.05275450224333252,5,0.0212058067321777
haberman,base,baseline,logistic_regression,10,library_defaults,macro_f1,0.5360917224789298,0.0789620420238891,5,0.0212058067321777
haberman,cost,cost_sensitive,decision_tree,10,library_defaults,auprc,0.329021460211879,0.02661844373948295,5,0.047563838958740154
haberman,cost,cost_sensitive,decision_tree,10,library_defaults,balanced_accuracy,0.5749673202614379,0.047331035793691294,5,0.047563838958740154
haberman,cost,cost_sensitive,decision_tree,10,library_defaults,macro_f1,0.5740551672372404,0.04511375065350713,5,0.047563838958740154
haberman,cost,cost_sensitive,logistic_regression,10,library_defaults,auprc,0.43488263788319664,0.06990398472111868,2,0.07639873027801511
haberman,cost,cost_sensitive,logistic_regression,10,library_defaults,balanced_accuracy,0.6594362745098039,0.07030628698562313,2,0.07639873027801511
haberman,cost,cost_sensitive,logistic_regression,10,library_defaults,macro_f1,0.6679644048943271,0.07419770822239262,2,0.07639873027801511
haberman,enn,resampling,decision_tree,10,library_defaults,auprc,0.29427460921246595,0.03257840161060911,5,0.018872308731079042
haberman,enn,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.5570751633986928,0.057437367159313406,5,0.018872308731079042
haberman,enn,resampling,decision_tree,10,library_defaults,macro_f1,0.5107868296976884,0.02491312788646203,5,0.018872308731079042
haberman,enn,resampling,logistic_regression,10,library_defaults,auprc,0.503048958607519,0.11619873124564525,5,0.02392082214355466
haberman,enn,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6677124183006536,0.06455625990562565,5,0.02392082214355466
haberman,enn,resampling,logistic_regression,10,library_defaults,macro_f1,0.6632141188383907,0.06143011320668935,5,0.02392082214355466
haberman,obag,ensemble,decision_tree,10,library_defaults,auprc,0.38331056313900674,0.07897185115750038,5,0.06492586135864253
haberman,obag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.529640522875817,0.06733564399458757,5,0.06492586135864253
haberman,obag,ensemble,decision_tree,10,library_defaults,macro_f1,0.5231972844210491,0.07881901475909951,5,0.06492586135864253
haberman,obag,ensemble,logistic_regression,10,library_defaults,auprc,0.5044176552784551,0.11304426894357385,5,0.10036549568176265
haberman,obag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6702205882352941,0.06944938227350653,5,0.10036549568176265
haberman,obag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6616769110993725,0.057641290949519516,5,0.10036549568176265
haberman,rus,resampling,decision_tree,10,library_defaults,auprc,0.276977701738632,0.027112638939793193,5,0.01830258369445798
haberman,rus,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.5133578431372549,0.07490210603933722,5,0.01830258369445798
haberman,rus,resampling,decision_tree,10,library_defaults,macro_f1,0.4851599132231471,0.06656419157528172,5,0.01830258369445798
haberman,rus,resampling,logistic_regression,10,library_defaults,auprc,0.5052849271213808,0.11557615591351744,5,0.02465538978576656
haberman,rus,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6735947712418301,0.08252210108988968,5,0.02465538978576656
haberman,rus,resampling,logistic_regression,10,library_defaults,macro_f1,0.6690131860993542,0.07981925861468192,5,0.02465538978576656
haberman,sbag,ensemble,decision_tree,10,library_defaults,auprc,0.39919940405085647,0.0658053928027814,5,0.0806139469146728
haberman,sbag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.5626960784313726,0.0457580017160656,5,0.0806139469146728
haberman,sbag,ensemble,decision_tree,10,library_defaults,macro_f1,0.5617356996510138,0.05374914387552856,5,0.0806139469146728
haberman,sbag,ensemble,logistic_regression,10,library_defaults,auprc,0.5056887049801873,0.11265324584724415,5,0.11712474822998045
haberman,sbag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6657761437908497,0.0676269047959077,5,0.11712474822998045
haberman,sbag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6559727375694393,0.0544829870668247,5,0.11712474822998045
haberman,smote,resampling,decision_tree,10,library_defaults,auprc,0.2963510602909497,0.04395253521363276,5,0.01935458183288568
haberman,smote,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.5526633986928104,0.0641021735341368,5,0.01935458183288568
haberman,smote,resampling,decision_tree,10,library_defaults,macro_f1,0.5462753562463578,0.061553180333521564,5,0.01935458183288568
haberman,smote,resampling,logistic_regression,10,library_defaults,auprc,0.5020405442211163,0.12232056380037445,5,0.02520446777343746
haberman,smote,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.6651225490196079,0.05670838382233223,5,0.02520446777343746
haberman,smote,resampling,logistic_regression,10,library_defaults,macro_f1,0.6614516137025847,0.05248905361465067,5,0.02520446777343746
haberman,spe,ensemble,decision_tree,10,library_defaults,auprc,0.3888854015770586,0.11421261602579363,5,0.06775164604187009
haberman,spe,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.5897957516339869,0.05360480680542414,5,0.06775164604187009
haberman,spe,ensemble,decision_tree,10,library_defaults,macro_f1,0.5812460295360331,0.04915927790746382,5,0.06775164604187009
haberman,spe,ensemble,logistic_regression,10,library_defaults,auprc,0.3380894588638263,0.10081148048209292,5,0.1084766864776611
haberman,spe,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.5340522875816993,0.1355169318227816,5,0.1084766864776611
haberman,spe,ensemble,logistic_regression,10,library_defaults,macro_f1,0.47499168929339025,0.16235083873986486,5,0.1084766864776611
haberman,tomek,resampling,decision_tree,10,library_defaults,auprc,0.305467994469832,0.044490173396191796,5,0.01912026405334468
haberman,tomek,resampling,decision_tree,10,library_defaults,balanced_accuracy,0.564142156862745,0.06919508044894908,5,0.01912026405334468
haberman,tomek,resampling,decision_tree,10,library_defaults,macro_f1,0.5564341563299526,0.0733363168574418,5,0.01912026405334468
haberman,tomek,resampling,logistic_regression,10,library_defaults,auprc,0.49763653878834446,0.10672162132726828,5,0.025828313827514597
haberman,tomek,resampling,logistic_regression,10,library_defaults,balanced_accuracy,0.5895098039215687,0.05386665200874161,5,0.025828313827514597
haberman,tomek,resampling,logistic_regression,10,library_defaults,macro_f1,0.5905765993157692,0.0677559469151032,5,0.025828313827514597
haberman,ubag,ensemble,decision_tree,10,library_defaults,auprc,0.3779634927688346,0.050185753799720005,5,0.06266760826110834
haberman,ubag,ensemble,decision_tree,10,library_defaults,balanced_accuracy,0.5860866013071895,0.03042884726150599,5,0.06266760826110834
haberman,ubag,ensemble,decision_tree,10,library_defaults,macro_f1,0.5769374418158281,0.02870201036297882,5,0.06266760826110834
haberman,ubag,ensemble,logistic_regression,10,library_defaults,auprc,0.5021838340452467,0.12213137530451411,5,0.104997968673706
haberman,ubag,ensemble,logistic_regression,10,library_defaults,balanced_accuracy,0.6698039215686274,0.06787885483720552,5,0.104997968673706
haberman,ubag,ensemble,logistic_regression,10,library_defaults,macro_f1,0.6585630736883223,0.055190975580682436,5,0.104997968673706
ibm-employee-attrition,base,baseline,decision_tree,10,library_defaults,auprc,0.21722965950414302,0.026498369205251178,5,0.0835483074188232
